"Port","Date","Time","Concentration","Temp","RH","Treatment","Hour_exposition","status","ppb"
"Port 1 S900-O3 LOW","02_03_2023",0.398321759259259,0.17,NA,NA,"contingency",9,"acepted",170
"Port 1 S900-O3 LOW","02_03_2023",0.400381944444444,0.205,NA,NA,"contingency",9,"acepted",205
"Port 1 S900-O3 LOW","02_03_2023",0.402476851851852,0.195,NA,NA,"contingency",9,"acepted",195
"Port 1 S900-O3 LOW","02_03_2023",0.404571759259259,0.164,NA,NA,"contingency",9,"acepted",164
"Port 1 S900-O3 LOW","02_03_2023",0.406631944444444,0.145,NA,NA,"contingency",9,"acepted",145
"Port 1 S900-O3 LOW","02_03_2023",0.408726851851852,0.194,NA,NA,"contingency",9,"acepted",194
"Port 1 S900-O3 LOW","02_03_2023",0.410810185185185,0.171,NA,NA,"contingency",9,"acepted",171
"Port 1 S900-O3 LOW","02_03_2023",0.412905092592593,0.194,NA,NA,"contingency",9,"acepted",194
"Port 1 S900-O3 LOW","02_03_2023",0.414965277777778,0.196,NA,NA,"contingency",9,"acepted",196
"Port 1 S900-O3 LOW","02_03_2023",0.417060185185185,0.16,NA,NA,"contingency",10,"acepted",160
"Port 1 S900-O3 LOW","02_03_2023",0.419155092592593,0.171,NA,NA,"contingency",10,"acepted",171
"Port 1 S900-O3 LOW","02_03_2023",0.421215277777778,0.194,NA,NA,"contingency",10,"acepted",194
"Port 1 S900-O3 LOW","02_03_2023",0.423310185185185,0.161,NA,NA,"contingency",10,"acepted",161
"Port 1 S900-O3 LOW","02_03_2023",0.425393518518519,0.164,NA,NA,"contingency",10,"acepted",164
"Port 1 S900-O3 LOW","02_03_2023",0.427488425925926,0.179,NA,NA,"contingency",10,"acepted",179
"Port 1 S900-O3 LOW","02_03_2023",0.429548611111111,0.157,NA,NA,"contingency",10,"acepted",157
"Port 1 S900-O3 LOW","02_03_2023",0.431643518518519,0.083,NA,NA,"moderate",10,"acepted",83
"Port 1 S900-O3 LOW","02_03_2023",0.433738425925926,0.069,NA,NA,"moderate",10,"acepted",69
"Port 1 S900-O3 LOW","02_03_2023",0.435833333333333,0.086,NA,NA,"moderate",10,"acepted",86
"Port 1 S900-O3 LOW","02_03_2023",0.437893518518519,0.084,NA,NA,"moderate",10,"acepted",84
"Port 1 S900-O3 LOW","02_03_2023",0.439976851851852,0.075,NA,NA,"moderate",10,"acepted",75
"Port 1 S900-O3 LOW","02_03_2023",0.442071759259259,0.079,NA,NA,"moderate",10,"acepted",79
"Port 1 S900-O3 LOW","02_03_2023",0.444131944444444,0.074,NA,NA,"moderate",10,"acepted",74
"Port 1 S900-O3 LOW","02_03_2023",0.446226851851852,0.089,NA,NA,"moderate",10,"acepted",89
"Port 1 S900-O3 LOW","02_03_2023",0.448321759259259,0.095,NA,NA,"moderate",10,"acepted",95
"Port 1 S900-O3 LOW","02_03_2023",0.450416666666667,0.101,NA,NA,"moderate",10,"acepted",101
"Port 1 S900-O3 LOW","02_03_2023",0.452465277777778,0.112,NA,NA,"moderate",10,"acepted",112
"Port 1 S900-O3 LOW","02_03_2023",0.454560185185185,0.102,NA,NA,"moderate",10,"acepted",102
"Port 1 S900-O3 LOW","02_03_2023",0.456655092592593,0.096,NA,NA,"moderate",10,"acepted",96
"Port 1 S900-O3 LOW","02_03_2023",0.458715277777778,0.105,NA,NA,"moderate",11,"acepted",105
"Port 1 S900-O3 LOW","02_03_2023",0.460810185185185,0.105,NA,NA,"moderate",11,"acepted",105
"Port 1 S900-O3 LOW","02_03_2023",0.462905092592593,0.107,NA,NA,"moderate",11,"acepted",107
"Port 1 S900-O3 LOW","04_03_2023",0.291851851851852,0.014,NA,NA,"purified air",7,"acepted",14
"Port 1 S900-O3 LOW","04_03_2023",0.293912037037037,0.015,NA,NA,"purified air",7,"acepted",15
"Port 1 S900-O3 LOW","04_03_2023",0.295960648148148,0.021,NA,NA,"purified air",7,"acepted",21
"Port 1 S900-O3 LOW","04_03_2023",0.298055555555556,0.026,NA,NA,"purified air",7,"acepted",26
"Port 1 S900-O3 LOW","04_03_2023",0.300150462962963,0.035,NA,NA,"purified air",7,"acepted",35
"Port 1 S900-O3 LOW","04_03_2023",0.302210648148148,0.043,NA,NA,"purified air",7,"acepted",43
"Port 1 S900-O3 LOW","04_03_2023",0.304305555555556,0.036,NA,NA,"purified air",7,"acepted",36
"Port 1 S900-O3 LOW","04_03_2023",0.306388888888889,0.029,NA,NA,"purified air",7,"acepted",29
"Port 1 S900-O3 LOW","04_03_2023",0.308483796296296,0.023,NA,NA,"purified air",7,"acepted",23
"Port 1 S900-O3 LOW","04_03_2023",0.310543981481481,0.044,NA,NA,"purified air",7,"acepted",44
"Port 1 S900-O3 LOW","04_03_2023",0.312638888888889,0.047,NA,NA,"purified air",7,"acepted",47
"Port 1 S900-O3 LOW","04_03_2023",0.314722222222222,0.042,NA,NA,"purified air",7,"acepted",42
"Port 1 S900-O3 LOW","04_03_2023",0.31681712962963,0.038,NA,NA,"purified air",7,"acepted",38
"Port 1 S900-O3 LOW","04_03_2023",0.318877314814815,0.041,NA,NA,"purified air",7,"acepted",41
"Port 1 S900-O3 LOW","04_03_2023",0.320972222222222,0.054,NA,NA,"purified air",7,"acepted",54
"Port 1 S900-O3 LOW","04_03_2023",0.323055555555556,0.05,NA,NA,"purified air",7,"acepted",50
"Port 1 S900-O3 LOW","04_03_2023",0.325150462962963,0.043,NA,NA,"purified air",7,"acepted",43
"Port 1 S900-O3 LOW","04_03_2023",0.327210648148148,0.047,NA,NA,"purified air",7,"acepted",47
"Port 1 S900-O3 LOW","04_03_2023",0.329305555555556,0.037,NA,NA,"purified air",7,"acepted",37
"Port 1 S900-O3 LOW","04_03_2023",0.331400462962963,0.025,NA,NA,"purified air",7,"acepted",25
"Port 1 S900-O3 LOW","04_03_2023",0.333449074074074,0.024,NA,NA,"purified air",8,"acepted",24
"Port 1 S900-O3 LOW","04_03_2023",0.335543981481481,0.065,NA,NA,"purified air",8,"acepted",65
"Port 1 S900-O3 LOW","04_03_2023",0.337638888888889,0.052,NA,NA,"purified air",8,"acepted",52
"Port 1 S900-O3 LOW","04_03_2023",0.339733796296296,0.179,NA,NA,"contingency",8,"acepted",179
"Port 1 S900-O3 LOW","04_03_2023",0.341793981481481,0.176,NA,NA,"contingency",8,"acepted",176
"Port 1 S900-O3 LOW","04_03_2023",0.343888888888889,0.151,NA,NA,"contingency",8,"acepted",151
"Port 1 S900-O3 LOW","04_03_2023",0.345983796296296,0.152,NA,NA,"contingency",8,"acepted",152
"Port 1 S900-O3 LOW","04_03_2023",0.348032407407407,0.16,NA,NA,"contingency",8,"acepted",160
"Port 1 S900-O3 LOW","04_03_2023",0.350127314814815,0.176,NA,NA,"contingency",8,"acepted",176
"Port 1 S900-O3 LOW","04_03_2023",0.352222222222222,0.163,NA,NA,"contingency",8,"acepted",163
"Port 1 S900-O3 LOW","04_03_2023",0.35431712962963,0.163,NA,NA,"contingency",8,"acepted",163
"Port 1 S900-O3 LOW","04_03_2023",0.356377314814815,0.168,NA,NA,"contingency",8,"acepted",168
"Port 1 S900-O3 LOW","04_03_2023",0.358472222222222,0.166,NA,NA,"contingency",8,"acepted",166
"Port 1 S900-O3 LOW","04_03_2023",0.36056712962963,0.186,NA,NA,"contingency",8,"acepted",186
"Port 1 S900-O3 LOW","04_03_2023",0.362615740740741,0.193,NA,NA,"contingency",8,"acepted",193
"Port 1 S900-O3 LOW","04_03_2023",0.364710648148148,0.197,NA,NA,"contingency",8,"acepted",197
"Port 1 S900-O3 LOW","04_03_2023",0.366805555555556,0.174,NA,NA,"contingency",8,"acepted",174
"Port 1 S900-O3 LOW","04_03_2023",0.368900462962963,0.132,NA,NA,"contingency",8,"acepted",132
"Port 1 S900-O3 LOW","04_03_2023",0.370960648148148,0.169,NA,NA,"contingency",8,"acepted",169
"Port 1 S900-O3 LOW","04_03_2023",0.373055555555556,0.184,NA,NA,"contingency",8,"acepted",184
"Port 1 S900-O3 LOW","04_03_2023",0.375150462962963,0.171,NA,NA,"contingency",9,"acepted",171
"Port 1 S900-O3 LOW","04_03_2023",0.377199074074074,0.132,NA,NA,"contingency",9,"acepted",132
"Port 1 S900-O3 LOW","04_03_2023",0.379293981481481,0.175,NA,NA,"contingency",9,"acepted",175
"Port 1 S900-O3 LOW","04_03_2023",0.381388888888889,0.173,NA,NA,"contingency",9,"acepted",173
"Port 1 S900-O3 LOW","04_03_2023",0.385543981481482,0.031,NA,NA,"moderate",9,"acepted",31
"Port 1 S900-O3 LOW","04_03_2023",0.387638888888889,0.024,NA,NA,"moderate",9,"acepted",24
"Port 1 S900-O3 LOW","04_03_2023",0.389733796296296,0.026,NA,NA,"moderate",9,"acepted",26
"Port 1 S900-O3 LOW","04_03_2023",0.391793981481481,0.018,NA,NA,"moderate",9,"acepted",18
"Port 1 S900-O3 LOW","04_03_2023",0.393877314814815,0.032,NA,NA,"moderate",9,"acepted",32
"Port 1 S900-O3 LOW","04_03_2023",0.395972222222222,0.039,NA,NA,"moderate",9,"acepted",39
"Port 1 S900-O3 LOW","04_03_2023",0.39806712962963,0.029,NA,NA,"moderate",9,"acepted",29
"Port 1 S900-O3 LOW","04_03_2023",0.400127314814815,0.022,NA,NA,"moderate",9,"acepted",22
"Port 1 S900-O3 LOW","04_03_2023",0.402222222222222,0.027,NA,NA,"moderate",9,"acepted",27
"Port 1 S900-O3 LOW","04_03_2023",0.40431712962963,0.023,NA,NA,"moderate",9,"acepted",23
"Port 1 S900-O3 LOW","04_03_2023",0.406377314814815,0.021,NA,NA,"moderate",9,"acepted",21
"Port 1 S900-O3 LOW","04_03_2023",0.408460648148148,0.025,NA,NA,"moderate",9,"acepted",25
"Port 1 S900-O3 LOW","04_03_2023",0.410555555555556,0.028,NA,NA,"moderate",9,"acepted",28
"Port 1 S900-O3 LOW","04_03_2023",0.412650462962963,0.037,NA,NA,"moderate",9,"acepted",37
"Port 1 S900-O3 LOW","04_03_2023",0.414710648148148,0.04,NA,NA,"moderate",9,"acepted",40
"Port 1 S900-O3 LOW","04_03_2023",0.416805555555556,0.029,NA,NA,"moderate",10,"acepted",29
"Port 1 S900-O3 LOW","04_03_2023",0.418900462962963,0.042,NA,NA,"ambient air UNAM",10,"acepted",42
"Port 1 S900-O3 LOW","04_03_2023",0.420960648148148,0.059,NA,NA,"ambient air UNAM",10,"acepted",59
"Port 1 S900-O3 LOW","04_03_2023",0.423055555555556,0.061,NA,NA,"ambient air UNAM",10,"acepted",61
"Port 1 S900-O3 LOW","04_03_2023",0.425138888888889,0.052,NA,NA,"ambient air UNAM",10,"acepted",52
"Port 1 S900-O3 LOW","04_03_2023",0.427233796296296,0.063,NA,NA,"ambient air UNAM",10,"acepted",63
"Port 1 S900-O3 LOW","04_03_2023",0.429293981481481,0.067,NA,NA,"ambient air UNAM",10,"acepted",67
"Port 1 S900-O3 LOW","04_03_2023",0.431388888888889,0.068,NA,NA,"ambient air UNAM",10,"acepted",68
"Port 1 S900-O3 LOW","04_03_2023",0.433483796296296,0.057,NA,NA,"ambient air UNAM",10,"acepted",57
"Port 1 S900-O3 LOW","04_03_2023",0.435543981481481,0.074,NA,NA,"ambient air UNAM",10,"acepted",74
"Port 1 S900-O3 LOW","04_03_2023",0.437638888888889,0.067,NA,NA,"ambient air UNAM",10,"acepted",67
"Port 1 S900-O3 LOW","04_03_2023",0.439722222222222,0.075,NA,NA,"ambient air UNAM",10,"acepted",75
"Port 1 S900-O3 LOW","04_03_2023",0.44181712962963,0.062,NA,NA,"ambient air UNAM",10,"acepted",62
"Port 1 S900-O3 LOW","04_03_2023",0.443877314814815,0.062,NA,NA,"ambient air UNAM",10,"acepted",62
"Port 1 S900-O3 LOW","04_03_2023",0.445972222222222,0.065,NA,NA,"ambient air UNAM",10,"acepted",65
"Port 1 S900-O3 LOW","04_03_2023",0.44806712962963,0.078,NA,NA,"ambient air UNAM",10,"acepted",78
"Port 1 S900-O3 LOW","04_03_2023",0.450162037037037,0.08,NA,NA,"ambient air UNAM",10,"acepted",80
"Port 1 S900-O3 LOW","04_03_2023",0.452210648148148,0.087,NA,NA,"ambient air UNAM",10,"acepted",87
"Port 1 S900-O3 LOW","04_03_2023",0.454305555555556,0.084,NA,NA,"ambient air UNAM",10,"acepted",84
"Port 1 S900-O3 LOW","05_03_2023",0.298275462962963,0.147,NA,NA,"contingency",7,"acepted",147
"Port 1 S900-O3 LOW","05_03_2023",0.30037037037037,0.099,NA,NA,"contingency",7,"acepted",99
"Port 1 S900-O3 LOW","05_03_2023",0.302465277777778,0.176,NA,NA,"contingency",7,"acepted",176
"Port 1 S900-O3 LOW","05_03_2023",0.304502314814815,0.18,NA,NA,"contingency",7,"acepted",180
"Port 1 S900-O3 LOW","05_03_2023",0.306597222222222,0.168,NA,NA,"contingency",7,"acepted",168
"Port 1 S900-O3 LOW","05_03_2023",0.30869212962963,0.16,NA,NA,"contingency",7,"acepted",160
"Port 1 S900-O3 LOW","05_03_2023",0.310787037037037,0.168,NA,NA,"contingency",7,"acepted",168
"Port 1 S900-O3 LOW","05_03_2023",0.312835648148148,0.183,NA,NA,"contingency",7,"acepted",183
"Port 1 S900-O3 LOW","05_03_2023",0.314930555555556,0.184,NA,NA,"contingency",7,"acepted",184
"Port 1 S900-O3 LOW","05_03_2023",0.317025462962963,0.159,NA,NA,"contingency",7,"acepted",159
"Port 1 S900-O3 LOW","05_03_2023",0.319085648148148,0.165,NA,NA,"contingency",7,"acepted",165
"Port 1 S900-O3 LOW","05_03_2023",0.321180555555556,0.177,NA,NA,"contingency",7,"acepted",177
"Port 1 S900-O3 LOW","05_03_2023",0.323275462962963,0.156,NA,NA,"contingency",7,"acepted",156
"Port 1 S900-O3 LOW","05_03_2023",0.32537037037037,0.177,NA,NA,"contingency",7,"acepted",177
"Port 1 S900-O3 LOW","05_03_2023",0.327418981481481,0.169,NA,NA,"contingency",7,"acepted",169
"Port 1 S900-O3 LOW","05_03_2023",0.329513888888889,0.18,NA,NA,"contingency",7,"acepted",180
"Port 1 S900-O3 LOW","05_03_2023",0.331608796296296,0.183,NA,NA,"contingency",7,"acepted",183
"Port 1 S900-O3 LOW","05_03_2023",0.333703703703704,0.14,NA,NA,"contingency",8,"acepted",140
"Port 1 S900-O3 LOW","05_03_2023",0.335763888888889,0.172,NA,NA,"contingency",8,"acepted",172
"Port 1 S900-O3 LOW","05_03_2023",0.337847222222222,0.152,NA,NA,"contingency",8,"acepted",152
"Port 1 S900-O3 LOW","05_03_2023",0.33994212962963,0.036,NA,NA,"moderate",8,"acepted",36
"Port 1 S900-O3 LOW","05_03_2023",0.342002314814815,0.045,NA,NA,"moderate",8,"acepted",45
"Port 1 S900-O3 LOW","05_03_2023",0.344097222222222,0.072,NA,NA,"moderate",8,"acepted",72
"Port 1 S900-O3 LOW","05_03_2023",0.34619212962963,0.05,NA,NA,"moderate",8,"acepted",50
"Port 1 S900-O3 LOW","05_03_2023",0.348287037037037,0.06,NA,NA,"moderate",8,"acepted",60
"Port 1 S900-O3 LOW","05_03_2023",0.350335648148148,0.042,NA,NA,"moderate",8,"acepted",42
"Port 1 S900-O3 LOW","05_03_2023",0.352430555555556,0.036,NA,NA,"moderate",8,"acepted",36
"Port 1 S900-O3 LOW","05_03_2023",0.354525462962963,0.044,NA,NA,"moderate",8,"acepted",44
"Port 1 S900-O3 LOW","05_03_2023",0.356585648148148,0.05,NA,NA,"moderate",8,"acepted",50
"Port 1 S900-O3 LOW","05_03_2023",0.358680555555556,0.048,NA,NA,"moderate",8,"acepted",48
"Port 1 S900-O3 LOW","05_03_2023",0.360775462962963,0.042,NA,NA,"moderate",8,"acepted",42
"Port 1 S900-O3 LOW","05_03_2023",0.36287037037037,0.039,NA,NA,"moderate",8,"acepted",39
"Port 1 S900-O3 LOW","05_03_2023",0.364918981481481,0.042,NA,NA,"moderate",8,"acepted",42
"Port 1 S900-O3 LOW","05_03_2023",0.367013888888889,0.049,NA,NA,"moderate",8,"acepted",49
"Port 1 S900-O3 LOW","05_03_2023",0.369108796296296,0.04,NA,NA,"moderate",8,"acepted",40
"Port 1 S900-O3 LOW","05_03_2023",0.371203703703704,0.047,NA,NA,"moderate",8,"acepted",47
"Port 1 S900-O3 LOW","05_03_2023",0.373263888888889,0.052,NA,NA,"moderate",8,"acepted",52
"Port 1 S900-O3 LOW","05_03_2023",0.375358796296296,0.043,NA,NA,"moderate",9,"acepted",43
"Port 1 S900-O3 LOW","05_03_2023",0.377453703703704,0.044,NA,NA,"moderate",9,"acepted",44
"Port 1 S900-O3 LOW","05_03_2023",0.379502314814815,0.056,NA,NA,"moderate",9,"acepted",56
"Port 1 S900-O3 LOW","05_03_2023",0.381597222222222,0.045,NA,NA,"moderate",9,"acepted",45
"Port 1 S900-O3 LOW","05_03_2023",0.38369212962963,0.062,NA,NA,"ambient air UNAM",9,"acepted",62
"Port 1 S900-O3 LOW","05_03_2023",0.385787037037037,0.045,NA,NA,"ambient air UNAM",9,"acepted",45
"Port 1 S900-O3 LOW","05_03_2023",0.387847222222222,0.056,NA,NA,"ambient air UNAM",9,"acepted",56
"Port 1 S900-O3 LOW","05_03_2023",0.38994212962963,0.079,NA,NA,"ambient air UNAM",9,"acepted",79
"Port 1 S900-O3 LOW","05_03_2023",0.392025462962963,0.068,NA,NA,"ambient air UNAM",9,"acepted",68
"Port 1 S900-O3 LOW","05_03_2023",0.394085648148148,0.065,NA,NA,"ambient air UNAM",9,"acepted",65
"Port 1 S900-O3 LOW","05_03_2023",0.396180555555556,0.065,NA,NA,"ambient air UNAM",9,"acepted",65
"Port 1 S900-O3 LOW","05_03_2023",0.398275462962963,0.06,NA,NA,"ambient air UNAM",9,"acepted",60
"Port 1 S900-O3 LOW","05_03_2023",0.40037037037037,0.062,NA,NA,"ambient air UNAM",9,"acepted",62
"Port 1 S900-O3 LOW","05_03_2023",0.402430555555556,0.052,NA,NA,"ambient air UNAM",9,"acepted",52
"Port 1 S900-O3 LOW","05_03_2023",0.404525462962963,0.053,NA,NA,"ambient air UNAM",9,"acepted",53
"Port 1 S900-O3 LOW","05_03_2023",0.40662037037037,0.047,NA,NA,"ambient air UNAM",9,"acepted",47
"Port 1 S900-O3 LOW","05_03_2023",0.408668981481482,0.054,NA,NA,"ambient air UNAM",9,"acepted",54
"Port 1 S900-O3 LOW","05_03_2023",0.410763888888889,0.066,NA,NA,"ambient air UNAM",9,"acepted",66
"Port 1 S900-O3 LOW","05_03_2023",0.412858796296296,0.068,NA,NA,"ambient air UNAM",9,"acepted",68
"Port 1 S900-O3 LOW","05_03_2023",0.414953703703704,0.067,NA,NA,"ambient air UNAM",9,"acepted",67
"Port 1 S900-O3 LOW","05_03_2023",0.417013888888889,0.052,NA,NA,"ambient air UNAM",10,"acepted",52
"Port 1 S900-O3 LOW","05_03_2023",0.419108796296296,0.082,NA,NA,"purified air",10,"acepted",82
"Port 1 S900-O3 LOW","05_03_2023",0.421203703703704,0.077,NA,NA,"purified air",10,"acepted",77
"Port 1 S900-O3 LOW","05_03_2023",0.423252314814815,0.068,NA,NA,"purified air",10,"acepted",68
"Port 1 S900-O3 LOW","05_03_2023",0.425347222222222,0.084,NA,NA,"purified air",10,"acepted",84
"Port 1 S900-O3 LOW","05_03_2023",0.42744212962963,0.082,NA,NA,"purified air",10,"acepted",82
"Port 1 S900-O3 LOW","05_03_2023",0.429537037037037,0.079,NA,NA,"purified air",10,"acepted",79
"Port 1 S900-O3 LOW","05_03_2023",0.431597222222222,0.077,NA,NA,"purified air",10,"acepted",77
"Port 1 S900-O3 LOW","05_03_2023",0.43369212962963,0.078,NA,NA,"purified air",10,"acepted",78
"Port 1 S900-O3 LOW","05_03_2023",0.435787037037037,0.101,NA,NA,"purified air",10,"acepted",101
"Port 1 S900-O3 LOW","05_03_2023",0.437835648148148,0.088,NA,NA,"purified air",10,"acepted",88
"Port 1 S900-O3 LOW","05_03_2023",0.439930555555556,0.103,NA,NA,"purified air",10,"acepted",103
"Port 1 S900-O3 LOW","05_03_2023",0.442025462962963,0.098,NA,NA,"purified air",10,"acepted",98
"Port 1 S900-O3 LOW","05_03_2023",0.44412037037037,0.1,NA,NA,"purified air",10,"acepted",100
"Port 1 S900-O3 LOW","05_03_2023",0.446180555555556,0.096,NA,NA,"purified air",10,"acepted",96
"Port 1 S900-O3 LOW","05_03_2023",0.448275462962963,0.094,NA,NA,"purified air",10,"acepted",94
"Port 1 S900-O3 LOW","05_03_2023",0.45037037037037,0.101,NA,NA,"purified air",10,"acepted",101
"Port 1 S900-O3 LOW","05_03_2023",0.452418981481481,0.1,NA,NA,"purified air",10,"acepted",100
"Port 1 S900-O3 LOW","05_03_2023",0.454513888888889,0.103,NA,NA,"purified air",10,"acepted",103
"Port 1 S900-O3 LOW","05_03_2023",0.456608796296296,0.049,NA,NA,"purified air",10,"acepted",49
"Port 1 S900-O3 LOW","05_03_2023",0.458703703703704,0.098,NA,NA,"contingency",11,"acepted",98
"Port 1 S900-O3 LOW","05_03_2023",0.460763888888889,0.104,NA,NA,"contingency",11,"acepted",104
"Port 1 S900-O3 LOW","05_03_2023",0.462858796296296,0.099,NA,NA,"contingency",11,"acepted",99
"Port 1 S900-O3 LOW","05_03_2023",0.464953703703704,0.195,NA,NA,"contingency",11,"acepted",195
"Port 1 S900-O3 LOW","05_03_2023",0.467002314814815,0.157,NA,NA,"contingency",11,"acepted",157
"Port 1 S900-O3 LOW","05_03_2023",0.469097222222222,0.157,NA,NA,"contingency",11,"acepted",157
"Port 1 S900-O3 LOW","05_03_2023",0.47119212962963,0.15,NA,NA,"contingency",11,"acepted",150
"Port 1 S900-O3 LOW","05_03_2023",0.473287037037037,0.177,NA,NA,"contingency",11,"acepted",177
"Port 1 S900-O3 LOW","05_03_2023",0.475347222222222,0.19,NA,NA,"contingency",11,"acepted",190
"Port 1 S900-O3 LOW","05_03_2023",0.47744212962963,0.196,NA,NA,"contingency",11,"acepted",196
"Port 1 S900-O3 LOW","05_03_2023",0.479537037037037,0.175,NA,NA,"contingency",11,"acepted",175
"Port 1 S900-O3 LOW","05_03_2023",0.481585648148148,0.169,NA,NA,"contingency",11,"acepted",169
"Port 1 S900-O3 LOW","05_03_2023",0.483680555555556,0.154,NA,NA,"contingency",11,"acepted",154
"Port 1 S900-O3 LOW","05_03_2023",0.485775462962963,0.144,NA,NA,"contingency",11,"acepted",144
"Port 1 S900-O3 LOW","05_03_2023",0.48787037037037,0.177,NA,NA,"contingency",11,"acepted",177
"Port 1 S900-O3 LOW","05_03_2023",0.489930555555556,0.159,NA,NA,"contingency",11,"acepted",159
"Port 1 S900-O3 LOW","05_03_2023",0.492025462962963,0.172,NA,NA,"contingency",11,"acepted",172
"Port 1 S900-O3 LOW","05_03_2023",0.49412037037037,0.125,NA,NA,"contingency",11,"acepted",125
"Port 1 S900-O3 LOW","05_03_2023",0.496168981481481,0.193,NA,NA,"contingency",11,"acepted",193
"Port 1 S900-O3 LOW","05_03_2023",0.498263888888889,0.169,NA,NA,"contingency",11,"acepted",169
"Port 1 S900-O3 LOW","05_03_2023",0.500358796296296,0.191,NA,NA,"contingency",12,"acepted",191
"Port 1 S900-O3 LOW","05_03_2023",0.502453703703704,0.163,NA,NA,"contingency",12,"acepted",163
"Port 1 S900-O3 LOW","05_03_2023",0.504513888888889,0.198,NA,NA,"contingency",12,"acepted",198
"Port 1 S900-O3 LOW","05_03_2023",0.506608796296296,0.161,NA,NA,"contingency",12,"acepted",161
"Port 1 S900-O3 LOW","06_03_2023",0.333703703703704,0.002,NA,NA,"ambient air UNAM",8,"acepted",2
"Port 1 S900-O3 LOW","06_03_2023",0.335763888888889,0.014,NA,NA,"ambient air UNAM",8,"acepted",14
"Port 1 S900-O3 LOW","06_03_2023",0.337858796296296,0.013,NA,NA,"ambient air UNAM",8,"acepted",13
"Port 1 S900-O3 LOW","06_03_2023",0.339953703703704,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.342037037037037,0.028,NA,NA,"ambient air UNAM",8,"acepted",28
"Port 1 S900-O3 LOW","06_03_2023",0.344097222222222,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.34619212962963,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.348287037037037,0.003,NA,NA,"ambient air UNAM",8,"acepted",3
"Port 1 S900-O3 LOW","06_03_2023",0.350347222222222,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.35244212962963,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.354537037037037,0,NA,NA,"ambient air UNAM",8,"acepted",0
"Port 1 S900-O3 LOW","06_03_2023",0.35662037037037,0.004,NA,NA,"ambient air UNAM",8,"acepted",4
"Port 1 S900-O3 LOW","06_03_2023",0.358680555555556,0.007,NA,NA,"ambient air UNAM",8,"acepted",7
"Port 1 S900-O3 LOW","06_03_2023",0.360775462962963,0.005,NA,NA,"ambient air UNAM",8,"acepted",5
"Port 1 S900-O3 LOW","06_03_2023",0.36287037037037,0.018,NA,NA,"ambient air UNAM",8,"acepted",18
"Port 1 S900-O3 LOW","06_03_2023",0.364930555555556,0.017,NA,NA,"ambient air UNAM",8,"acepted",17
"Port 1 S900-O3 LOW","06_03_2023",0.367025462962963,0.005,NA,NA,"ambient air UNAM",8,"acepted",5
"Port 1 S900-O3 LOW","06_03_2023",0.36912037037037,0.018,NA,NA,"ambient air UNAM",8,"acepted",18
"Port 1 S900-O3 LOW","06_03_2023",0.371203703703704,0.009,NA,NA,"ambient air UNAM",8,"acepted",9
"Port 1 S900-O3 LOW","06_03_2023",0.373263888888889,0.002,NA,NA,"ambient air UNAM",8,"acepted",2
"Port 1 S900-O3 LOW","06_03_2023",0.375358796296296,0.004,NA,NA,"ambient air UNAM",9,"acepted",4
"Port 1 S900-O3 LOW","06_03_2023",0.377453703703704,0.006,NA,NA,"ambient air UNAM",9,"acepted",6
"Port 1 S900-O3 LOW","06_03_2023",0.379513888888889,0.018,NA,NA,"ambient air UNAM",9,"acepted",18
"Port 1 S900-O3 LOW","06_03_2023",0.381608796296296,0.015,NA,NA,"ambient air UNAM",9,"acepted",15
"Port 1 S900-O3 LOW","06_03_2023",0.383703703703704,0.017,NA,NA,"ambient air UNAM",9,"acepted",17
"Port 1 S900-O3 LOW","06_03_2023",0.385787037037037,0.027,NA,NA,"purified air",9,"acepted",27
"Port 1 S900-O3 LOW","06_03_2023",0.387847222222222,0.028,NA,NA,"purified air",9,"acepted",28
"Port 1 S900-O3 LOW","06_03_2023",0.38994212962963,0.037,NA,NA,"purified air",9,"acepted",37
"Port 1 S900-O3 LOW","06_03_2023",0.392037037037037,0.032,NA,NA,"purified air",9,"acepted",32
"Port 1 S900-O3 LOW","06_03_2023",0.394097222222222,0.034,NA,NA,"purified air",9,"acepted",34
"Port 1 S900-O3 LOW","06_03_2023",0.39619212962963,0.041,NA,NA,"purified air",9,"acepted",41
"Port 1 S900-O3 LOW","06_03_2023",0.398287037037037,0.07,NA,NA,"purified air",9,"acepted",70
"Port 1 S900-O3 LOW","06_03_2023",0.40037037037037,0.049,NA,NA,"purified air",9,"acepted",49
"Port 1 S900-O3 LOW","06_03_2023",0.402430555555556,0.051,NA,NA,"purified air",9,"acepted",51
"Port 1 S900-O3 LOW","06_03_2023",0.404525462962963,0.064,NA,NA,"purified air",9,"acepted",64
"Port 1 S900-O3 LOW","06_03_2023",0.40662037037037,0.06,NA,NA,"purified air",9,"acepted",60
"Port 1 S900-O3 LOW","06_03_2023",0.408680555555556,0.062,NA,NA,"purified air",9,"acepted",62
